id,platform,coords,meta,created_at,updated_at,lat_long,centroid_coords,address,locality,city,centroid
36154,blinkit,"[{""lat"" : 12.99, ""lon"" : 77.75}, {""lat"" : 12.98, ""lon"" : 77.74}, {""lat"" : 12.97, ""lon"" : 77.75}, {""lat"" : 12.98, ""lon"" : 77.75}]","{""id"" : ""9271ce0c-220d-4bde-816d-9de46f28ccac"", ""store_id"" : ""36154"", ""chain_id"" : ""1383"", ""queried_latitude"" : 12.98, ""queried_longitude"" : 77.74, ""lat"" : 12.98, ""lng"" : 77.74, ""distance"" : 0, ""duration"" : 0, ""rank"" : 1, ""is_nearby_store"" : false, ""city_id"" : 3, ""city_code"" : ""BR"", ""city_name"" : ""Bengaluru"", ""state_id"" : 16, ""state_name"" : ""Karnataka"", ""serviceable"" : true}",2025-03-13 07:37:26.316436+00,2025-03-13 07:37:26.316436+00,,"12.98,77.75","{""types"":[""premise"",""street_address""],""geometry"":{""bounds"":{""northeast"":{""lat"":12.9801927,""lng"":77.7503028},""southwest"":{""lat"":12.9800521,""lng"":77.7501336}},""location"":{""lat"":12.9801303,""lng"":77.75022179999999},""viewport"":{""northeast"":{""lat"":12.9814713802915,""lng"":77.7515671802915},""southwest"":{""lat"":12.9787734197085,""lng"":77.7488692197085}},""location_type"":""ROOFTOP""},""place_id"":""ChIJER_4VwEOrjsR7inOFWQ7s8Y"",""formatted_address"":""Naidu Layout, 12/10, Abhayadhama Rd, behind Royalmart, Happy Valley, Whitefield, Bengaluru, Karnataka 560066, India"",""navigation_points"":[{""location"":{""latitude"":12.9798505,""longitude"":77.7501636},""road_name"":""""}],""address_components"":[{""types"":[""premise""],""long_name"":""Naidu Layout"",""short_name"":""Naidu Layout""},{""types"":[""premise""],""long_name"":""12/10"",""short_name"":""12/10""},{""types"":[""landmark""],""long_name"":""Royalmart"",""short_name"":""Royalmart""},{""types"":[""route""],""long_name"":""Abhayadhama Road"",""short_name"":""Abhayadhama Rd""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""Happy Valley"",""short_name"":""Happy Valley""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Whitefield"",""short_name"":""Whitefield""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560066"",""short_name"":""560066""}]}",Whitefield,Bangalore,"12.98,77.75"
36222,blinkit,"[{""lat"" : 12.92, ""lon"" : 77.7}, {""lat"" : 12.93, ""lon"" : 77.69}, {""lat"" : 12.92, ""lon"" : 77.69}]","{""id"" : ""72638650-ed15-40f9-aab8-a635e95af256"", ""store_id"" : ""36222"", ""chain_id"" : ""1383"", ""queried_latitude"" : 12.92, ""queried_longitude"" : 77.69, ""lat"" : 12.92, ""lng"" : 77.69, ""distance"" : 0, ""duration"" : 0, ""rank"" : 1, ""is_nearby_store"" : false, ""city_id"" : 3, ""city_code"" : ""BR"", ""city_name"" : ""Bengaluru"", ""state_id"" : 16, ""state_name"" : ""Karnataka"", ""serviceable"" : true}",2025-03-13 02:44:17.359575+00,2025-03-13 02:44:17.359575+00,,"12.92,77.69","{""types"":[""premise"",""street_address""],""geometry"":{""bounds"":{""northeast"":{""lat"":12.9200313,""lng"":77.6901642},""southwest"":{""lat"":12.9198749,""lng"":77.68997480000002}},""location"":{""lat"":12.9199789,""lng"":77.69007189999999},""viewport"":{""northeast"":{""lat"":12.9213020802915,""lng"":77.69141848029152},""southwest"":{""lat"":12.9186041197085,""lng"":77.68872051970851}},""location_type"":""ROOFTOP""},""place_id"":""ChIJRw6SxQUTrjsRF0WT1W_fqiY"",""formatted_address"":""Adarsh Palm Retreat Villa-47, 46, Adarsh Palm Retreat, Bellandur, Bengaluru, Karnataka 560103, India"",""navigation_points"":[{""location"":{""latitude"":12.9199849,""longitude"":77.689943},""road_name"":""""}],""address_components"":[{""types"":[""premise""],""long_name"":""Adarsh Palm Retreat Villa-47"",""short_name"":""Adarsh Palm Retreat Villa-47""},{""types"":[""premise""],""long_name"":""46"",""short_name"":""46""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""Adarsh Palm Retreat"",""short_name"":""Adarsh Palm Retreat""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Bellandur"",""short_name"":""Bellandur""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560103"",""short_name"":""560103""}]}",Bellandur,Bangalore,"12.92,77.69"
36385,blinkit,"[{""lat"" : 12.92, ""lon"" : 77.62}, {""lat"" : 12.92, ""lon"" : 77.61}]","{""id"" : ""37a29f36-2d81-4a5e-9789-ebf624ccb04b"", ""store_id"" : ""36385"", ""chain_id"" : ""1383"", ""queried_latitude"" : 12.92, ""queried_longitude"" : 77.61, ""lat"" : 12.92, ""lng"" : 77.61, ""distance"" : 0, ""duration"" : 0, ""rank"" : 1, ""is_nearby_store"" : false, ""city_id"" : 3, ""city_code"" : ""BR"", ""city_name"" : ""Bengaluru"", ""state_id"" : 16, ""state_name"" : ""Karnataka"", ""serviceable"" : true}",2025-03-13 02:30:07.958182+00,2025-03-13 02:30:07.958182+00,,"12.92,77.62","{""types"":[""establishment"",""point_of_interest"",""store""],""geometry"":{""location"":{""lat"":12.9199797,""lng"":77.6199894},""viewport"":{""northeast"":{""lat"":12.9213286802915,""lng"":77.6213383802915},""southwest"":{""lat"":12.9186307197085,""lng"":77.61864041970848}},""location_type"":""GEOMETRIC_CENTER""},""place_id"":""ChIJL7WlcPcUrjsRzFhdgwBDGGg"",""plus_code"":{""global_code"":""7J4VWJ99+XX"",""compound_code"":""WJ99+XX Bengaluru, Karnataka, India""},""formatted_address"":""12, Near Ayyappa Swamy Temple, opposite to Krishna Sagar Hotel, Madiwala, 1st Stage, BTM Layout, Bengaluru, Karnataka 560068, India"",""navigation_points"":[{""location"":{""latitude"":12.9199921,""longitude"":77.6199974},""road_name"":""""}],""address_components"":[{""types"":[""landmark""],""long_name"":""Krishna Sagar Hotel"",""short_name"":""Krishna Sagar Hotel""},{""types"":[""political"",""sublocality"",""sublocality_level_3""],""long_name"":""Madiwala"",""short_name"":""Madiwala""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""1st Stage"",""short_name"":""1st Stage""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""BTM Layout"",""short_name"":""BTM Layout""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560068"",""short_name"":""560068""}]}",BTM Layout,Bangalore,"12.92,77.62"
36475,blinkit,"[{""lat"" : 12.92, ""lon"" : 77.65}, {""lat"" : 12.91, ""lon"" : 77.65}, {""lat"" : 12.91, ""lon"" : 77.63}, {""lat"" : 12.9, ""lon"" : 77.65}, {""lat"" : 12.91, ""lon"" : 77.64}, {""lat"" : 12.93, ""lon"" : 77.66}, {""lat"" : 12.9, ""lon"" : 77.64}]","{""id"" : ""740f51f8-c9bc-4e3e-833d-748c9972646d"", ""store_id"" : ""36475"", ""chain_id"" : ""1383"", ""queried_latitude"" : 12.91, ""queried_longitude"" : 77.63, ""lat"" : 12.91, ""lng"" : 77.63, ""distance"" : 0, ""duration"" : 0, ""rank"" : 3, ""is_nearby_store"" : false, ""city_id"" : 3, ""city_code"" : ""BR"", ""city_name"" : ""Bengaluru"", ""state_id"" : 16, ""state_name"" : ""Karnataka"", ""serviceable"" : true}",2025-03-13 02:31:36.067372+00,2025-03-13 02:31:36.067372+00,,"12.91,77.65","{""types"":[""street_address""],""geometry"":{""location"":{""lat"":12.910045,""lng"":77.650059},""viewport"":{""northeast"":{""lat"":12.9113939802915,""lng"":77.6514079802915},""southwest"":{""lat"":12.9086960197085,""lng"":77.64871001970849}},""location_type"":""ROOFTOP""},""place_id"":""ChIJhUObUJwUrjsRd20TWnGFqTc"",""plus_code"":{""global_code"":""7J4VWM62+22"",""compound_code"":""WM62+22 Bengaluru, Karnataka, India""},""formatted_address"":""67-66, Parangi Palaya, Sector 2, HSR Layout, Bengaluru, Karnataka 560102, India"",""navigation_points"":[{""location"":{""latitude"":12.9100061,""longitude"":77.6500587},""road_name"":""""}],""address_components"":[{""types"":[""premise""],""long_name"":""67-66"",""short_name"":""67-66""},{""types"":[""political"",""sublocality"",""sublocality_level_3""],""long_name"":""Parangi Palaya"",""short_name"":""Parangi Palaya""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""Sector 2"",""short_name"":""Sector 2""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""HSR Layout"",""short_name"":""HSR Layout""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560102"",""short_name"":""560102""}]}",HSR Layout,Bangalore,"12.91,77.65"
36527,blinkit,"[{""lat"" : 12.93, ""lon"" : 77.64}, {""lat"" : 12.93, ""lon"" : 77.63}]","{""id"" : ""7cc8ba64-9fa9-4f8f-845d-595909ede8fa"", ""store_id"" : ""36527"", ""chain_id"" : ""1383"", ""queried_latitude"" : 12.93, ""queried_longitude"" : 77.64, ""lat"" : 12.93, ""lng"" : 77.64, ""distance"" : 0, ""duration"" : 0, ""rank"" : 1, ""is_nearby_store"" : false, ""city_id"" : 3, ""city_code"" : ""BR"", ""city_name"" : ""Bengaluru"", ""state_id"" : 16, ""state_name"" : ""Karnataka"", ""serviceable"" : true}",2025-03-13 02:32:23.52429+00,2025-03-13 02:32:23.52429+00,,"12.93,77.63","{""types"":[""street_address""],""geometry"":{""location"":{""lat"":12.930031,""lng"":77.630062},""viewport"":{""northeast"":{""lat"":12.9313799802915,""lng"":77.6314109802915},""southwest"":{""lat"":12.9286820197085,""lng"":77.62871301970848}},""location_type"":""ROOFTOP""},""place_id"":""ChIJU6SurAQVrjsR_5OXCtpNwng"",""plus_code"":{""global_code"":""7J4VWJJJ+22"",""compound_code"":""WJJJ+22 Bengaluru, Karnataka, India""},""formatted_address"":""534/A 7th Cross, 8th A Main Rd, near Litmus7, 8th Block, 4th Block, Koramangala, Bengaluru, Karnataka 560039, India"",""navigation_points"":[{""location"":{""latitude"":12.9298964,""longitude"":77.6302851},""road_name"":""""}],""address_components"":[{""types"":[""establishment"",""landmark"",""point_of_interest""],""long_name"":""Litmus7"",""short_name"":""Litmus7""},{""types"":[""route""],""long_name"":""8th A Main Road"",""short_name"":""8th A Main Rd""},{""types"":[""neighborhood"",""political""],""long_name"":""8th Block"",""short_name"":""8th Block""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""4th Block"",""short_name"":""4th Block""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Koramangala"",""short_name"":""Koramangala""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560039"",""short_name"":""560039""}]}",Koramangala,Bangalore,"12.93,77.63"
36535,blinkit,"[{""lat"" : 12.94, ""lon"" : 77.53}, {""lat"" : 12.93, ""lon"" : 77.51}, {""lat"" : 12.93, ""lon"" : 77.53}, {""lat"" : 12.92, ""lon"" : 77.52}, {""lat"" : 12.94, ""lon"" : 77.52}, {""lat"" : 12.93, ""lon"" : 77.52}]","{""id"" : ""7cef70e8-0bcb-4d0b-84df-6a13aa1915d9"", ""store_id"" : ""36535"", ""chain_id"" : ""1383"", ""queried_latitude"" : 12.93, ""queried_longitude"" : 77.51, ""lat"" : 12.93, ""lng"" : 77.51, ""distance"" : 0, ""duration"" : 0, ""rank"" : 1, ""is_nearby_store"" : false, ""city_id"" : 3, ""city_code"" : ""BR"", ""city_name"" : ""Bengaluru"", ""state_id"" : 16, ""state_name"" : ""Karnataka"", ""serviceable"" : true}",2025-03-13 02:00:48.106403+00,2025-03-13 02:00:48.106403+00,,"12.93,77.52","{""types"":[""street_address""],""geometry"":{""location"":{""lat"":12.9300131,""lng"":77.52003669999999},""viewport"":{""northeast"":{""lat"":12.9313620802915,""lng"":77.52138568029149},""southwest"":{""lat"":12.9286641197085,""lng"":77.51868771970848}},""location_type"":""ROOFTOP""},""place_id"":""ChIJU8xK2Vk-rjsRWD_LEhs7DnI"",""plus_code"":{""global_code"":""7J4VWGJC+22"",""compound_code"":""WGJC+22 Bengaluru, Karnataka, India""},""formatted_address"":""450C, 1st Cross Rd, Jawaregowda Nagar, Javarandoddi, Rajarajeshwari Nagar, Bengaluru, Karnataka 560098, India"",""navigation_points"":[{""location"":{""latitude"":12.9300187,""longitude"":77.5200393},""road_name"":""""}],""address_components"":[{""types"":[""street_number""],""long_name"":""450C"",""short_name"":""450C""},{""types"":[""route""],""long_name"":""1st Cross Road"",""short_name"":""1st Cross Rd""},{""types"":[""political"",""sublocality"",""sublocality_level_3""],""long_name"":""Jawaregowda Nagar"",""short_name"":""Jawaregowda Nagar""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""Javarandoddi"",""short_name"":""Javarandoddi""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Rajarajeshwari Nagar"",""short_name"":""Rajarajeshwari Nagar""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560098"",""short_name"":""560098""}]}",Rajarajeshwari Nagar,Bangalore,"12.93,77.52"
36730,blinkit,"[{""lat"" : 12.9, ""lon"" : 77.69}, {""lat"" : 12.92, ""lon"" : 77.69}, {""lat"" : 12.89, ""lon"" : 77.7}, {""lat"" : 12.89, ""lon"" : 77.69}, {""lat"" : 12.9, ""lon"" : 77.68}, {""lat"" : 12.9, ""lon"" : 77.7}, {""lat"" : 12.91, ""lon"" : 77.67}, {""lat"" : 12.91, ""lon"" : 77.69}, {""lat"" : 12.91, ""lon"" : 77.7}, {""lat"" : 12.92, ""lon"" : 77.67}, {""lat"" : 12.9, ""lon"" : 77.71}, {""lat"" : 12.91, ""lon"" : 77.68}, {""lat"" : 12.93, ""lon"" : 77.67}]","{""id"" : ""ef474b6e-f494-4b62-ab01-cc4889ff6ea9"", ""store_id"" : ""36730"", ""chain_id"" : ""1383"", ""queried_latitude"" : 12.91, ""queried_longitude"" : 77.67, ""lat"" : 12.91, ""lng"" : 77.67, ""distance"" : 0, ""duration"" : 0, ""rank"" : 2, ""is_nearby_store"" : false, ""city_id"" : 3, ""city_code"" : ""BR"", ""city_name"" : ""Bengaluru"", ""state_id"" : 16, ""state_name"" : ""Karnataka"", ""serviceable"" : true}",2025-03-13 02:42:29.891357+00,2025-03-13 02:42:29.891357+00,,"12.91,77.69","{""types"":[""bakery"",""establishment"",""food"",""point_of_interest"",""store""],""geometry"":{""location"":{""lat"":12.9104815,""lng"":77.68984309999999},""viewport"":{""northeast"":{""lat"":12.9118304802915,""lng"":77.6911920802915},""southwest"":{""lat"":12.9091325197085,""lng"":77.68849411970848}},""location_type"":""ROOFTOP""},""place_id"":""ChIJqfP2RAATrjsRYNcJpUPuKm0"",""formatted_address"":""WM6Q+5WW, Ambalipura - Sarjapur Rd, Kaikondrahalli, Bengaluru, Karnataka 560035, India"",""navigation_points"":[{""location"":{""latitude"":12.9101301,""longitude"":77.690327},""road_name"":""""}],""address_components"":[{""types"":[""plus_code""],""long_name"":""WM6Q+5WW"",""short_name"":""WM6Q+5WW""},{""types"":[""route""],""long_name"":""Ambalipura - Sarjapur Road"",""short_name"":""Ambalipura - Sarjapur Rd""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Kaikondrahalli"",""short_name"":""Kaikondrahalli""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560035"",""short_name"":""560035""}]}",Kaikondrahalli,Bangalore,"12.91,77.69"
36818,blinkit,"[{""lat"" : 12.87, ""lon"" : 77.64}, {""lat"" : 12.86, ""lon"" : 77.64}, {""lat"" : 12.86, ""lon"" : 77.65}, {""lat"" : 12.86, ""lon"" : 77.66}]","{""id"" : ""b7021c7e-2f85-451e-ad14-3fe9ce44bda5"", ""store_id"" : ""36818"", ""chain_id"" : ""1383"", ""queried_latitude"" : 12.86, ""queried_longitude"" : 77.64, ""lat"" : 12.86, ""lng"" : 77.64, ""distance"" : 0, ""duration"" : 0, ""rank"" : 1, ""is_nearby_store"" : false, ""city_id"" : 3, ""city_code"" : ""BR"", ""city_name"" : ""Bengaluru"", ""state_id"" : 16, ""state_name"" : ""Karnataka"", ""serviceable"" : true}",2025-03-13 02:32:12.826049+00,2025-03-13 02:32:12.826049+00,,"12.86,77.65","{""types"":[""street_address""],""geometry"":{""location"":{""lat"":12.859074,""lng"":77.6503046},""viewport"":{""northeast"":{""lat"":12.8604229802915,""lng"":77.65165358029151},""southwest"":{""lat"":12.8577250197085,""lng"":77.64895561970849}},""location_type"":""ROOFTOP""},""place_id"":""ChIJN9ITKRFrrjsRGNkM6h7TkEA"",""plus_code"":{""global_code"":""7J4VVM52+J4"",""compound_code"":""VM52+J4 Bengaluru, Karnataka, India""},""formatted_address"":""38, Chikkathoguru, Bengaluru, Karnataka 560100, India"",""navigation_points"":[{""location"":{""latitude"":12.8591036,""longitude"":77.6502141},""road_name"":""""}],""address_components"":[{""types"":[""premise""],""long_name"":""38"",""short_name"":""38""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Chikkathoguru"",""short_name"":""Chikkathoguru""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560100"",""short_name"":""560100""}]}",Chikkathoguru,Bangalore,"12.86,77.65"
37170,blinkit,"[{""lat"" : 12.92, ""lon"" : 77.48}, {""lat"" : 12.92, ""lon"" : 77.47}, {""lat"" : 12.94, ""lon"" : 77.47}, {""lat"" : 12.96, ""lon"" : 77.48}, {""lat"" : 12.93, ""lon"" : 77.5}, {""lat"" : 12.96, ""lon"" : 77.5}, {""lat"" : 12.97, ""lon"" : 77.48}, {""lat"" : 12.94, ""lon"" : 77.5}, {""lat"" : 12.95, ""lon"" : 77.5}, {""lat"" : 12.98, ""lon"" : 77.5}, {""lat"" : 12.93, ""lon"" : 77.49}, {""lat"" : 12.99, ""lon"" : 77.51}, {""lat"" : 12.96, ""lon"" : 77.51}, {""lat"" : 12.99, ""lon"" : 77.5}, {""lat"" : 12.98, ""lon"" : 77.49}, {""lat"" : 12.95, ""lon"" : 77.51}, {""lat"" : 12.98, ""lon"" : 77.51}, {""lat"" : 12.99, ""lon"" : 77.52}, {""lat"" : 12.95, ""lon"" : 77.48}, {""lat"" : 12.96, ""lon"" : 77.49}, {""lat"" : 12.95, ""lon"" : 77.49}, {""lat"" : 12.91, ""lon"" : 77.47}, {""lat"" : 12.97, ""lon"" : 77.51}, {""lat"" : 12.94, ""lon"" : 77.51}, {""lat"" : 12.93, ""lon"" : 77.47}, {""lat"" : 12.94, ""lon"" : 77.49}, {""lat"" : 12.97, ""lon"" : 77.49}, {""lat"" : 12.93, ""lon"" : 77.48}, {""lat"" : 12.97, ""lon"" : 77.5}, {""lat"" : 12.95, ""lon"" : 77.52}, {""lat"" : 12.94, ""lon"" : 77.48}]","{""id"" : ""c2566a98-d3ac-496f-9fdb-706ff78f84ee"", ""store_id"" : ""37170"", ""chain_id"" : ""1383"", ""queried_latitude"" : 12.91, ""queried_longitude"" : 77.47, ""lat"" : 12.91, ""lng"" : 77.47, ""distance"" : 0, ""duration"" : 0, ""rank"" : 2, ""is_nearby_store"" : false, ""city_id"" : 3, ""city_code"" : ""BR"", ""city_name"" : ""Bengaluru"", ""state_id"" : 16, ""state_name"" : ""Karnataka"", ""serviceable"" : true}",2025-03-13 01:51:46.702936+00,2025-03-13 01:51:46.702936+00,,"12.95,77.49","{""types"":[""street_address""],""geometry"":{""location"":{""lat"":12.949935,""lng"":77.490011},""viewport"":{""northeast"":{""lat"":12.9512839802915,""lng"":77.4913599802915},""southwest"":{""lat"":12.9485860197085,""lng"":77.48866201970849}},""location_type"":""ROOFTOP""},""place_id"":""ChIJb5MM2bw-rjsRzwHD_Deko7c"",""formatted_address"":""WFXR+X2C, 149, Annapurneshwari Layout, Jnananjyothinagar, Railway Layout, Jnana Ganga Nagar, Bengaluru, Karnataka 560056, India"",""navigation_points"":[{""location"":{""latitude"":12.9499316,""longitude"":77.4900306},""road_name"":""""}],""address_components"":[{""types"":[""plus_code""],""long_name"":""WFXR+X2C"",""short_name"":""WFXR+X2C""},{""types"":[""premise""],""long_name"":""149"",""short_name"":""149""},{""types"":[""neighborhood"",""political""],""long_name"":""Annapurneshwari Layout"",""short_name"":""Annapurneshwari Layout""},{""types"":[""political"",""sublocality"",""sublocality_level_3""],""long_name"":""Jnananjyothinagar"",""short_name"":""Jnananjyothinagar""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""Railway Layout"",""short_name"":""Railway Layout""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Jnana Ganga Nagar"",""short_name"":""Jnana Ganga Nagar""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560056"",""short_name"":""560056""}]}",Bengaluru,Bangalore,"12.95,77.49"
37330,blinkit,"[{""lat"" : 12.89, ""lon"" : 77.57}, {""lat"" : 12.89, ""lon"" : 77.58}, {""lat"" : 12.9, ""lon"" : 77.58}]","{""id"" : ""bc57f0c4-6b6e-4ad8-a9a3-4441584841e7"", ""store_id"" : ""37330"", ""chain_id"" : ""1383"", ""queried_latitude"" : 12.89, ""queried_longitude"" : 77.57, ""lat"" : 12.89, ""lng"" : 77.57, ""distance"" : 0, ""duration"" : 0, ""rank"" : 1, ""is_nearby_store"" : false, ""city_id"" : 3, ""city_code"" : ""BR"", ""city_name"" : ""Bengaluru"", ""state_id"" : 16, ""state_name"" : ""Karnataka"", ""serviceable"" : true}",2025-03-13 02:12:14.020936+00,2025-03-13 02:12:14.020936+00,,"12.89,77.58","{""types"":[""premise"",""street_address""],""geometry"":{""bounds"":{""northeast"":{""lat"":12.8901201,""lng"":77.58016359999999},""southwest"":{""lat"":12.8899745,""lng"":77.5800471}},""location"":{""lat"":12.8900462,""lng"":77.5801063},""viewport"":{""northeast"":{""lat"":12.8913962802915,""lng"":77.5814543302915},""southwest"":{""lat"":12.8886983197085,""lng"":77.57875636970849}},""location_type"":""ROOFTOP""},""place_id"":""ChIJy0C0Y0YVrjsRn83-6yXe4ow"",""formatted_address"":""403, 5th Main Rd, Nagarabavi, RBI Layout, JP Nagar 7th Phase, J. P. Nagar, Bengaluru, Karnataka 560078, India"",""navigation_points"":[{""location"":{""latitude"":12.8900357,""longitude"":77.5800647},""road_name"":""""},{""location"":{""latitude"":12.890133,""longitude"":77.5800791},""road_name"":""""}],""address_components"":[{""types"":[""street_number""],""long_name"":""403"",""short_name"":""403""},{""types"":[""route""],""long_name"":""5th Main Road"",""short_name"":""5th Main Rd""},{""types"":[""neighborhood"",""political""],""long_name"":""Nagarabavi"",""short_name"":""Nagarabavi""},{""types"":[""political"",""sublocality"",""sublocality_level_3""],""long_name"":""RBI Layout"",""short_name"":""RBI Layout""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""JP Nagar 7th Phase"",""short_name"":""JP Nagar 7th Phase""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""J. P. Nagar"",""short_name"":""J. P. Nagar""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560078"",""short_name"":""560078""}]}",JP Nagar 7th Phase,Bangalore,"12.89,77.58"
