id,platform,coords,meta,created_at,updated_at,lat_long,centroid_coords,address,locality,city,centroid
462,blinkit,[],{},2025-03-18 21:55:17.442225+00,2025-03-18 21:55:17.442225+00,,"""13.0063513,77.5496479""","{""full"":""267/51/2,situated at Doddabommasandra Village, Yelahanka Hobli, Bengaluru North Taluk,Bengaluru-560003""}",Yelahanka Hobli,Bangalore,"13.01,77.55"
479,blinkit,[],{},2025-03-18 21:55:17.442225+00,2025-03-18 21:55:17.442225+00,,"""13.0285133,77.5196763""","{""full"":""Ground Floor, land bearing Municipal No. 9, having PID No. 1-53-9, situated at 3rd Main, KIADB 1 Stage, Peenya, Bengaluru 560058""}",Peenya,Bangalore,"13.03,77.52"
502,blinkit,[],{},2025-03-18 21:55:17.442225+00,2025-03-18 21:55:17.442225+00,,"""12.7923267,77.7060587""","{""full"":""Site Nos. 533/867/344, 527/861/338/2,situated at Pillareddy Layout - 2, Chandapura-Anekal Road,  Bangalore-560099""}",Pillareddy Layout - 2,Bangalore,"12.79,77.71"
525,blinkit,[],{},2025-03-18 21:55:17.442225+00,2025-03-18 21:55:17.442225+00,,"""12.9062555,77.58733889999999""","{""full"":""No#11,Ground Floor,UNI Log Building,15th cross,100 Ft road,5th phase JP Nagar,Bangalore-5600083""}",5th phase JP Nagar,Bangalore,"12.91,77.59"
531,blinkit,[],{},2025-03-18 21:55:17.442225+00,2025-03-18 21:55:17.442225+00,,"""12.854899,77.6679292""","{""full"":""AMR Arcade,Ground Floor,No; 95/3B (Old No. 93/B) , No. 109/111/162 , Konappana Agrahara Village, Begur Hobli, Bengaluru South Taluk-560100""}",Begur Hobli,Bangalore,"12.85,77.67"
542,blinkit,[],{},2025-03-18 21:55:17.442225+00,2025-03-18 21:55:17.442225+00,,"""12.8695488,77.6341253""","{""full"":""Ground Floor,Sy. No. 59/1 situated at Yelenahalli Village, Begur Hobli, Bengaluru South Taluk presently under the limit of BBMP Ward No. 192- Begur Bengaluru-560068""}",Begur Hobli,Bangalore,"12.87,77.63"
544,blinkit,[],{},2025-03-18 21:55:17.442225+00,2025-03-18 21:55:17.442225+00,,"""13.1880439,77.6180619""","{""full"":""116, Khatha No. 1376/116 situated at Palanahalli Village, Jala Hobli, Bengaluru North Taluk within the limits of BBMP Ward No. 5 Jakkur Bengaluru-560064""}",Jakkur,Bangalore,"13.19,77.62"
581,blinkit,[],{},2025-03-18 21:55:17.442225+00,2025-03-18 21:55:17.442225+00,,"""12.9576391,77.4828533""","{""full"":""Ground Floor, Site No. 567/6 admeasuring 3875 square feet, situated at 5th Block, Sir M. Vishveshwaraiah Layout,Bengaluru- 560098""}","5th Block, Sir M. Vishveshwaraiah Layout",Bangalore,"12.96,77.48"
582,blinkit,[],{},2025-03-18 21:55:17.442225+00,2025-03-18 21:55:17.442225+00,,"""12.884636,77.552824""","{""full"":""Ground Floor, Survey No. 28-1A/P1, Khatha No. 1375/94/28/1A/P1, ,Doddakallasandra Village, Uttharahalli Hobli, Bengaluru South Taluk, presently within the limits of BBMP Ward No. 197 Vasanthpura, Bengaluru- 560062""}",Vasanthpura,Bangalore,"12.88,77.55"
584,blinkit,[],{},2025-03-18 21:55:17.442225+00,2025-03-18 21:55:17.442225+00,,"""13.0551505,77.6023926""","{""full"":""GF, Sy no 175/1,No 8,9,10, Bannerughatta Road,Kalena agrahara to Kotthunur Dinner and B K Circle Main road, Behind CLassic Orchid Layout, Kothanuru, Bangalore South""}",Kothanuru,Bangalore,"13.06,77.60"
59,blinkit,[],{},2025-03-18 21:55:17.442225+00,2025-03-18 21:55:17.442225+00,,"""13.0186061,77.5585634""","{""full"":""Ground floor and First Floor, Marappa Kalyana Mantappa, Malleshwaram, Bengaluru- 560022""}",Malleshwaram,Bangalore,"13.02,77.56"
60,blinkit,[],{},2025-03-18 21:55:17.442225+00,2025-03-18 21:55:17.442225+00,,"""12.9433614,77.75491889999999""","{""full"":""GF, No. 126/5 situated at Amani Bellandur Khane Village, Varthur Hobli, Bangalore-560037""}",Varthur Hobli,Bangalore,"12.94,77.75"
